Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 1 Agents,Team 2 Agents
Abyss,Waffle House,Catnappers,13,9,6,6,3,7,"Breach,Cypher,Sova,Omen,Jett","Cypher,Sova,Omen,Jett,KAY/O"
Lotus,Give Wingman 2 Nuclear Devices,Purpose Gaming Sirens,13,3,10,2,1,3,"Breach,Raze,Cypher,Omen,Gekko","Breach,Killjoy,Omen,Neon,Gekko"
Lotus,Day By Day,scc plus 1,13,7,10,2,5,3,"Cypher,Viper,Omen,Skye,Neon","Killjoy,Omen,Neon,Fade,Gekko"
Lotus,Event Horizon GC,LazerrFreeks Ivy,8,13,3,6,7,5,"Breach,Raze,Cypher,Omen,Fade","Raze,Killjoy,Omen,Fade,Gekko"
Lotus,LazerrFreeks Ivy,Event Horizon GC,13,8,7,5,3,6,"Raze,Killjoy,Omen,Fade,Gekko","Breach,Raze,Cypher,Omen,Fade"
Sunset,SaD FROST,Scooby Snackers,13,3,4,0,3,9,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Omen,Fade"
Bind,mesos millionaires,Tea Guzzlers,13,4,11,1,3,2,"Raze,Skye,Chamber,Deadlock,Clove","Raze,Brimstone,Jett,Skye,Clove"
Haven,Zen eSports GC,KRÜ BLAZE,4,13,1,4,9,3,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Bind,Bumble Bees,Skyline Dreamers GC,13,4,3,2,2,10,"Raze,Viper,Brimstone,Skye,Deadlock","Raze,Brimstone,Reyna,Skye,Harbor"
Sunset,minions united GC,Erinite GC,11,13,9,3,10,2,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Sova,Omen"
Abyss,Everyone Really Misses,Envee Sapphire GC,13,2,3,0,2,10,"Sova,Viper,Jett,Yoru,Astra","Cypher,Sova,Astra,KAY/O,Harbor"
Sunset, RITUAL RËAL,VO Blossoms,8,13,5,7,6,3,"Breach,Cypher,Omen,Neon,Gekko","Breach,Raze,Cypher,Gekko,Clove"
Lotus,Teddy Tactics,Divine GC,13,7,3,5,2,10,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Gekko,Clove"
Sunset,Day By Day,scc plus 1,2,13,0,3,10,2,"Breach,Raze,Cypher,Sova,Omen","Breach,Cypher,Sova,Omen,Neon"
Bind,Give Wingman 2 Nuclear Devices,Purpose Gaming Sirens,13,7,8,4,3,5,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Sunset,Event Horizon GC,LazerrFreeks Ivy,4,13,2,3,10,2,"Breach,Cypher,Sova,Omen,Neon","Raze,Cypher,Fade,Gekko,Clove"
Sunset,LazerrFreeks Ivy,Event Horizon GC,13,4,10,2,2,3,"Raze,Cypher,Fade,Gekko,Clove","Breach,Cypher,Sova,Omen,Neon"
Ascent,Catnappers,Waffle House,13,8,6,6,2,7,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Ascent,Waffle House,Catnappers,8,13,2,7,6,6,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Abyss,mesos millionaires,Tea Guzzlers,13,7,7,1,6,6,"Sova,Omen,Yoru,Astra,Deadlock","Cypher,Sova,Jett,Astra,Gekko"
Haven,SaD FROST,Scooby Snackers,13,4,2,3,1,11,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Haven,U4RIA Magnolia,Tenax GC,18,16,9,8,8,9,"Sova,Killjoy,Viper,Omen,Yoru","Breach,Sova,Killjoy,Omen,Neon"
Lotus,Everyone Really Misses,Envee Sapphire GC,13,5,7,5,0,6,"Breach,Omen,Neon,Fade,Clove","Breach,Raze,Killjoy,Omen,Fade"
Haven,Bumble Bees,Skyline Dreamers GC,13,4,8,4,0,5,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Haven,minions united GC,Erinite GC,12,14,8,5,9,4,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Haven, RITUAL RËAL,VO Blossoms,6,13,2,10,3,4,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Abyss,SAW,The Ultimates,4,13,4,8,5,0,"Breach,Cypher,Sova,Jett,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Haven,SAW,The Ultimates,6,13,3,9,4,3,"Breach,Cypher,Sova,Omen,Jett","Cypher,Sova,Omen,Neon,Iso"
Ascent,SAW,The Ultimates,13,10,6,6,4,7,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Abyss,CGN Esports,GoNext Esports,13,6,10,2,4,3,"Cypher,Sova,Phoenix,Omen,Jett","Cypher,Sova,Jett,Astra,Gekko"
Sunset,DSYRE,Barça eSports,14,12,4,9,3,10,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,KAY/O,Neon"
Lotus,PCIFIC Espor,Joblife,13,3,3,1,2,10,"Breach,Cypher,Sova,Omen,Neon","Raze,Killjoy,Viper,Omen,Fade"
Haven,DSYRE,Barça eSports,13,10,6,6,4,7,"Cypher,Sova,Omen,Yoru,Iso","Breach,Cypher,Sova,Omen,Neon"
Ascent,PCIFIC Espor,Joblife,13,10,7,4,6,6,"Sova,Killjoy,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,DSYRE,Barça eSports,8,13,1,8,5,7,"Cypher,Sova,Omen,Jett,KAY/O","Killjoy,Viper,Omen,Jett,Skye"
Haven,K7 Esports GC,Akave Esports Black,3,13,1,3,10,2,"Breach,Raze,Cypher,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Ascent,K7 Esports GC,Akave Esports Black,0,13,0,1,12,0,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Abyss,University War GC,9z Team GC,7,13,1,7,6,6,"Breach,Cypher,Sova,Omen,Jett","Cypher,Sova,Omen,Jett,Harbor"
Icebox,University War GC,9z Team GC,5,13,1,5,8,4,"Sova,Killjoy,Viper,Sage,Omen","Sova,Killjoy,Viper,Jett,Harbor"
Abyss,MOUZ,PCIFIC Espor,10,13,4,8,5,6,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Haven,MOUZ,PCIFIC Espor,7,13,2,6,7,5,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Sunset,Apeks,DSYRE,13,9,5,7,2,8,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Raze,Cypher,Omen,Gekko"
Haven,Apeks,DSYRE,13,7,8,0,7,5,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Iso"
Lotus,MOUZ,PCIFIC Espor,13,10,7,4,6,6,"Breach,Cypher,Omen,Yoru,Fade","Breach,Cypher,Sova,Omen,Neon"
Haven,The Ultimates,Joblife,12,14,8,5,9,4,"Cypher,Sova,Omen,Neon,Iso","Breach,Sova,Killjoy,Astra,Neon"
Haven,CGN Esports,Barça eSports,13,9,6,6,3,7,"Sova,Killjoy,Phoenix,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Sunset,The Ultimates,Joblife,12,14,6,7,7,6,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Neon"
Ascent,CGN Esports,Barça eSports,16,14,7,8,6,9,"Sova,Killjoy,Phoenix,Jett,Astra","Killjoy,Viper,Omen,Jett,Skye"
Bind,The Ultimates,Joblife,13,11,7,5,6,6,"Raze,Viper,Brimstone,Sage,Skye","Raze,Viper,Brimstone,Skye,Gekko"
Bind,CGN Esports,Barça eSports,8,13,7,5,8,1,"Raze,Viper,Phoenix,Brimstone,Fade","Viper,Brimstone,Yoru,Fade,Gekko"
Sunset,New Combat Line GC,No Sweat Blossom,13,2,10,2,0,3,"Breach,Raze,Cypher,Omen,Clove","Breach,Raze,Cypher,Omen,Gekko"
Haven,New Combat Line GC,No Sweat Blossom,13,8,6,6,2,7,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Ascent,YFP Gaming,Blinn Esports,13,11,4,8,3,9,"Cypher,Sova,Omen,Jett,Deadlock","Cypher,Sova,Omen,Yoru,Deadlock"
Ascent,New Combat Line GC,No Sweat Blossom,13,15,4,10,5,9,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Yoru,Deadlock"
Haven,YFP Gaming,Blinn Esports,13,8,7,2,6,6,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Ascent,YFP Gaming,Blue Otter,13,4,4,1,3,9,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Blinn Esports,Special Grade,13,8,5,7,1,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Jett"
Haven,XSOUL GC,Deagle Ravagers,8,13,5,7,6,3,"Breach,Sova,Killjoy,Omen,Neon","Breach,Sova,Killjoy,Omen,Jett"
Haven,YFP Gaming,Blue Otter,13,8,7,5,3,6,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Icebox,Blinn Esports,Special Grade,13,8,6,6,2,7,"Sova,Killjoy,Viper,Reyna,Gekko","Sova,Killjoy,Viper,Jett,Clove"
Abyss,XSOUL GC,Deagle Ravagers,1,13,0,2,11,1,"Breach,Cypher,Sova,Astra,Neon","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,Apinaorkesteri,Jabba Enjoyers,13,0,1,0,0,12,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Abyss,GoNext Esports,Barça eSports,13,10,7,5,5,6,"Cypher,Sova,Jett,Astra,Gekko","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,Blue Otter,ENVEE Esports,13,9,5,7,2,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,FLUFFY AIMERS,Blinn Esports,11,13,8,4,9,3,"Breach,Raze,Cypher,Omen,Skye","Breach,Cypher,Omen,Neon,Gekko"
Sunset,TSM,YFP Gaming,13,15,4,10,5,9,"Breach,Cypher,Omen,Neon,Gekko","Breach,Raze,Cypher,Sova,Omen"
Lotus,Apinaorkesteri,Jabba Enjoyers,13,3,4,0,3,9,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Omen,Fade"
Icebox,GoNext Esports,Barça eSports,13,10,3,8,2,10,"Sova,Killjoy,Viper,Jett,KAY/O","Killjoy,Viper,Jett,KAY/O,Clove"
Bind,FLUFFY AIMERS,Blinn Esports,5,13,5,7,6,0,"Raze,Viper,Brimstone,Skye,Deadlock","Raze,Viper,Brimstone,Skye,Gekko"
Haven,FlyQuest RED,Special Grade,5,13,4,8,5,1,"Killjoy,Phoenix,Astra,Fade,Gekko","Breach,Sova,Killjoy,Omen,Jett"
Icebox,Blue Otter,ENVEE Esports,12,14,6,7,7,6,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Reyna,Jett"
Lotus,TSM,YFP Gaming,9,13,0,10,3,9,"Breach,Raze,Cypher,Omen,Fade","Breach,Raze,Cypher,Omen,Fade"
Haven,GoNext Esports,Barça eSports,10,13,4,8,5,6,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Sunset,Blue Otter,ENVEE Esports,13,10,7,5,5,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Bind,TSM,YFP Gaming,13,11,10,2,9,3,"Raze,Cypher,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Icebox,FlyQuest RED,Special Grade,7,13,0,8,5,7,"Sova,Killjoy,Viper,Sage,Gekko","Sova,Killjoy,Viper,Jett,Clove"
Haven,FLUFFY AIMERS,Blinn Esports,14,12,4,9,3,10,"Breach,Sova,Killjoy,Jett,Astra","Breach,Sova,Omen,Chamber,Neon"
Bind,Jabba Enjoyers,Bitfix Gaming,13,11,5,7,4,8,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Cypher,Brimstone,Skye,Deadlock"
Icebox,SAW,Joblife,9,13,4,8,5,5,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Reyna,Jett"
Haven,Apeks,CGN Esports,14,12,7,6,6,7,"Breach,Sova,Killjoy,Omen,Jett","Sova,Killjoy,Phoenix,Omen,Jett"
Haven,SAW,Joblife,2,13,0,3,10,2,"Cypher,Sova,Omen,Yoru,Iso","Breach,Sova,Killjoy,Astra,Neon"
Lotus,Jabba Enjoyers,Bitfix Gaming,13,7,7,5,2,6,"Breach,Raze,Killjoy,Omen,Fade","Breach,Raze,Cypher,Omen,Deadlock"
Haven,Apinaorkesteri,Lootcifer,13,4,5,0,4,8,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Ascent,Jabba Enjoyers,Bitfix Gaming,7,13,3,9,4,4,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Lotus,Apeks,CGN Esports,9,13,3,7,6,6,"Raze,Cypher,Omen,KAY/O,Deadlock","Raze,Sova,Killjoy,Omen,Gekko"
Abyss,MOUZ,The Ultimates,2,13,0,3,10,2,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Bind,Apinaorkesteri,Lootcifer,13,10,3,9,1,10,"Raze,Viper,Brimstone,Fade,Gekko","Breach,Cypher,Sova,Omen,Yoru"
Icebox,Formulation Gaming,Bitfix Gaming,6,13,2,5,8,4,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Sunset,MOUZ,The Ultimates,11,13,6,6,7,5,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Ascent,Apeks,CGN Esports,14,12,8,5,7,6,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Phoenix,Jett,Astra"
Lotus,Lootcifer,Requiem,13,8,7,5,3,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Fade"
Lotus,Formulation Gaming,Bitfix Gaming,13,15,6,8,7,7,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Omen,Deadlock"
Icebox,Lootcifer,Requiem,16,14,9,6,8,7,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Jett,KAY/O"
Ascent,NEANLATIYONBOLM,Jabba Enjoyers,11,13,7,5,8,4,"Sova,Killjoy,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Lootcifer,Requiem,5,13,5,7,6,0,"Raze,Cypher,Viper,Omen,Fade","Breach,Cypher,Sova,Omen,Neon"
Ascent,Formulation Gaming,Bitfix Gaming,13,8,7,5,3,6,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Haven,Next In Line,Apinaorkesteri,10,13,4,7,6,6,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Bind,NEANLATIYONBOLM,Jabba Enjoyers,12,14,8,5,9,4,"Raze,Viper,Brimstone,Yoru,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Sunset,Next In Line,Apinaorkesteri,10,13,5,7,6,5,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,KAY/O,Neon"
Lotus,Formulation Gaming,Hidden Horizon,13,5,10,2,3,3,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Icebox,OnlyFins,Lootcifer,5,13,2,4,9,3,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Jett,KAY/O"
Abyss,Jabba Enjoyers,REY eSports,13,6,8,4,2,5,"Sova,Killjoy,Viper,Yoru,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,Lost Puppies,Bitfix Gaming,9,13,4,6,7,5,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Bind,Requiem,Twisted Saints Esports,13,7,3,5,2,10,"Raze,Cypher,Brimstone,Skye,Deadlock","Raze,Viper,Brimstone,Skye,Gekko"
Sunset,NEANLATIYONBOLM,NoTag,13,8,7,2,6,6,"Killjoy,Yoru,Astra,Neon,Gekko","Raze,Cypher,Gekko,Iso,Clove"
Ascent,Formulation Gaming,Hidden Horizon,13,10,5,6,4,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Phoenix,Jett,Astra"
Lotus,OnlyFins,Lootcifer,14,12,4,9,3,10,"Raze,Killjoy,Omen,Neon,Fade","Cypher,Viper,Omen,Neon,Fade"
Ascent,Apinaorkesteri,CTRL x YARI Esports,13,3,2,2,1,11,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Abyss,Next In Line,Kingslayers,13,5,9,3,2,4,"Raze,Cypher,Sova,Yoru,Astra","Cypher,Sova,Jett,Astra,Iso"
Icebox,Jabba Enjoyers,REY eSports,13,3,10,2,1,3,"Sova,Killjoy,Viper,Jett,Deadlock","Sova,Killjoy,Viper,Reyna,Neon"
Icebox,Lost Puppies,Bitfix Gaming,5,13,2,4,9,3,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Haven,Requiem,Twisted Saints Esports,13,8,7,5,3,6,"Breach,Cypher,Sova,Omen,Neon","Killjoy,Viper,Omen,Jett,Skye"
Haven,Formulation Gaming,Hidden Horizon,4,13,2,10,3,2,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Haven,Apinaorkesteri,CTRL x YARI Esports,13,5,3,3,2,10,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Bind,NEANLATIYONBOLM,NoTag,13,7,7,5,2,6,"Raze,Viper,Brimstone,Yoru,Deadlock","Raze,Cypher,Brimstone,Yoru,Gekko"
Haven,OnlyFins,Lootcifer,9,13,3,7,6,6,"Breach,Cypher,Sova,Jett,Clove","Breach,Sova,Killjoy,Omen,Neon"
Ascent,Next In Line,Kingslayers,13,2,3,0,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,みそまにあ隊,Five Ace,2,13,0,3,10,2,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,みそまにあ隊,Five Ace,7,13,4,8,5,3,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Iso"
Haven,FBI,Five Ace,12,14,4,9,5,8,"Breach,Cypher,Omen,Jett,KAY/O","Breach,Sova,Killjoy,Omen,Jett"
Lotus,みそまにあ隊,Lv.5,13,10,6,6,4,7,"Breach,Raze,Killjoy,Omen,Fade","Breach,Raze,Killjoy,Omen,Fade"
Icebox,Paranoia Boys,Dropouts,13,6,8,4,2,5,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Gekko"
Ascent,No Sweat Blossom,Infiriumz Gaming GC,13,5,2,4,1,11,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Paranoia Boys,Dropouts,13,7,11,1,6,2,"Breach,Raze,Killjoy,Omen,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Sunset,Paranoia Boys,Dropouts,8,13,4,5,8,4,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Neon,Gekko"
Icebox,No Sweat Blossom,Infiriumz Gaming GC,13,10,8,3,7,5,"Sova,Killjoy,Viper,Jett,Iso","Sova,Killjoy,Omen,Jett,Harbor"
Lotus,TOADS,Dropouts,7,13,7,5,8,0,"Breach,Raze,Cypher,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Haven,Deagle Ravagers,Dasein Club GC,13,7,6,2,5,7,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Haven,Paranoia Boys,Poseidon Esports,16,14,10,5,9,6,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Ascent,Deagle Ravagers,Dasein Club GC,13,6,3,4,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,TOADS,Bobasaur,14,12,6,7,5,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,PCIFIC Espor,The Ultimates,13,6,8,4,2,5,"Sova,Killjoy,Viper,Jett,Gekko","Omen,Jett,KAY/O,Harbor,Gekko"
Icebox,Dropouts,Forsaken Shadows,13,3,2,2,1,11,"Sova,Killjoy,Viper,Jett,Gekko","Killjoy,Viper,Reyna,Jett,Gekko"
Sunset,Paranoia Boys,Eternal Focus Crimson,13,10,7,5,5,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Neon,Fade"
Haven,Poseidon Esports,Divine Valorant,13,10,7,5,5,6,"Breach,Cypher,Sova,Omen,Jett","Sova,Killjoy,Viper,Omen,Jett"
Sunset,DSYRE,CGN Esports,9,13,2,8,5,7,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Sova,Phoenix,Omen"
Lotus,PCIFIC Espor,The Ultimates,13,1,11,1,0,2,"Breach,Cypher,Sova,Omen,Neon","Raze,Viper,Omen,Chamber,Gekko"
Bind,TOADS,Una Ludio,13,10,6,6,4,7,"Raze,Cypher,Skye,Yoru,Clove","Cypher,Brimstone,Skye,Yoru,Gekko"
Lotus,Dropouts,Radiance,13,5,4,2,3,9,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Omen,Fade"
Haven,Outlast Gaming,Divine Valorant,4,13,3,2,11,1,"Killjoy,Viper,Omen,Jett,Skye","Sova,Killjoy,Viper,Omen,Jett"
Haven,Forsaken Shadows,Banana Corp,13,2,10,2,0,3,"Breach,Cypher,Omen,Jett,Neon","Breach,Sova,Killjoy,Omen,Jett"
Abyss,Bobasaur,Wet Napkins,14,12,7,6,6,7,"Cypher,Sova,Omen,Yoru,Gekko","Cypher,Sova,Viper,Astra,Iso"
Ascent,Natural Order,Eternal Focus Crimson,8,13,3,6,7,5,"Breach,Sova,Sage,Omen,Jett","Raze,Sova,Killjoy,Omen,Deadlock"
Haven,Harmony,Poseidon Esports,7,13,2,6,7,5,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Ascent,DSYRE,CGN Esports,3,13,0,4,9,3,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Phoenix,Jett,Astra"
Abyss,STAKERS,REY eSports,4,13,2,3,10,2,"Cypher,Sova,Omen,Jett,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Haven,DSYRE,CGN Esports,13,11,7,5,6,6,"Cypher,Sova,Omen,Yoru,Iso","Sova,Phoenix,Omen,Jett,Deadlock"
Bind,PUX Esports,Twisted Saints Esports,7,13,6,6,7,1,"Raze,Cypher,Phoenix,Fade,Harbor","Raze,Viper,Brimstone,Skye,Gekko"
Sunset,MOUZ,SAW,20,18,11,8,10,9,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Sunset,STAKERS,REY eSports,13,7,5,7,0,8,"Breach,Raze,Cypher,Sova,Omen","Breach,Raze,Cypher,Omen,Gekko"
Haven,Team Nice Shot,REH Gaming,13,2,1,2,0,12,"Sova,Killjoy,Viper,Astra,Neon","Breach,Cypher,Sova,Omen,Jett"
Haven,PUX Esports,Twisted Saints Esports,9,13,3,9,4,6,"Breach,Raze,Cypher,Harbor,Iso","Killjoy,Viper,Omen,Jett,Skye"
Abyss,Kingslayers,Gladius,13,4,4,1,3,9,"Cypher,Sova,Jett,Astra,Iso","Cypher,Sova,Jett,Yoru,Astra"
Abyss,Apeks,GoNext Esports,7,13,6,6,7,1,"Cypher,Sova,Omen,Yoru,Astra","Cypher,Sova,Jett,Astra,Gekko"
Lotus,Team Colt,Banggai Cardinal,13,1,2,0,1,11,"Breach,Omen,Neon,Fade,Iso","Raze,Sage,Omen,Jett,Chamber"
Icebox,MOUZ,SAW,11,13,5,7,6,6,"Sova,Killjoy,Viper,Sage,Jett","Sova,Killjoy,Viper,Jett,Gekko"
Sunset,Team Colt,Banggai Cardinal,13,1,2,0,1,11,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Ascent,CTRL x YARI Esports,trashcan,13,10,7,4,6,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Formulation Gaming GC,Project SOS,2,13,2,10,3,0,"Breach,Omen,Skye,Chamber,Neon","Sova,Killjoy,Omen,Jett,Yoru"
Lotus,Team Nice Shot,REH Gaming,13,10,7,4,6,6,"Killjoy,Viper,Omen,Neon,Fade","Breach,Raze,Omen,Chamber,Fade"
Lotus,Atake Esports,Bitfix Gaming,2,13,2,10,3,0,"Sova,Phoenix,Skye,Chamber,Clove","Breach,Raze,Cypher,Omen,Deadlock"
Sunset,Kingslayers,Gladius,13,8,7,2,6,6,"Breach,Raze,Cypher,Sova,Omen","Cypher,Sova,Omen,KAY/O,Neon"
Haven,Apeks,GoNext Esports,5,13,4,8,5,1,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Haven,ApesOnTour,Next In Line,8,13,3,6,7,5,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Ascent,Coalesce,Sentient Esports (Inactive),13,5,5,1,4,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,STAKERS,REY eSports,14,16,9,6,10,5,"Breach,Killjoy,Omen,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Abyss,Lost Puppies,SnuTek eSports,13,9,7,3,6,6,"Breach,Cypher,Sova,Jett,Astra","Cypher,Sova,Jett,Astra,KAY/O"
Haven,Ailurus eSports,Formulation Gaming,6,13,3,9,4,3,"Cypher,Sova,Omen,Yoru,Iso","Breach,Sova,Killjoy,Omen,Neon"
Ascent,Formulation Gaming GC,Project SOS,0,13,0,1,12,0,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Sunset,E-WOLVES,Lootcifer,5,13,4,8,5,1,"Breach,Cypher,Sova,Omen,Neon","Raze,Cypher,Viper,Omen,Skye"
Ascent,Atake Esports,Bitfix Gaming,3,13,2,10,3,1,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Bind,Colony Esports,NEANLATIYONBOLM,8,13,6,3,10,2,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Yoru,Deadlock"
Haven,Kingslayers,Gladius,3,13,1,3,10,2,"Breach,Sova,Killjoy,Astra,Neon","Killjoy,Viper,Omen,Jett,Skye"
Sunset,RYL | Royal Legion,5STARS,2,13,2,1,12,0,"Raze,Cypher,Sova,Reyna,Omen","Breach,Cypher,Sova,Omen,Neon"
